Node ID	Title	Body	Year	Category	Course	DateCreated	Repository	Collection	Source	Copyright	Production Company	Copyright Notes	Film Title	Director	Photographer	Form/Genre	Location	Physical Description	Notes	File path	File id	File: Name	All Files	Image: Display Image
144	Conversation with Brakhage (3 of 3)	Year:هت1955Film Title:هتHallelujahNotes:هتCinema 16 Hallelujah" screening  1955  Included: ill. from "Hallelujah" (1929) "	1955	Avant-Garde Historiography	Historiography	1955							Hallelujah						Cinema 16 Hallelujah" screening  1955  Included: ill. from "Hallelujah" (1929) "	sites/files/gainesfilm/images/brakhage_conversation3.thumbnail.jpg	187	thumbnail	_original | thumbnail | preview	
144	Conversation with Brakhage (3 of 3)	Year:هت1955Film Title:هتHallelujahNotes:هتCinema 16 Hallelujah" screening  1955  Included: ill. from "Hallelujah" (1929) "	1955	Avant-Garde Historiography	Historiography	1955							Hallelujah						Cinema 16 Hallelujah" screening  1955  Included: ill. from "Hallelujah" (1929) "	sites/files/gainesfilm/images/brakhage_conversation3.preview.jpg	188	preview	_original | thumbnail | preview	
250	Copy of Typed Memorandum for Mr. E. I. Sponable" regarding proposal to purchase Mitchell Camera Corp  p. 1"	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتSponable PapersYear:هت1929Location:هتBox 10  Folder Grandeur - Mitchell Camera Corp  1929-1930Physical Description:هتTyped Memorandum  MOVIETONE" as letterheadNotes:هتJanuary 21  1929  "	1929	Technological History		1929	Rare Book & Manuscript Library  Columbia University	Sponable Papers									Box 10  Folder Grandeur - Mitchell Camera Corp  1929-1930	Typed Memorandum  MOVIETONE" as letterhead"	1/21/1929					
251	Copy of Typed Memorandum for Mr. E. I. Sponable" regarding proposal to purchase Mitchell Camera Corp  p. 2"	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتSponable PapersYear:هت1929Location:هتBox 10  Folder Grandeur - Mitchell Camera Corp  1929-1930Physical Description:هتTyped Memorandum  MOVIETONE" as letterheadNotes:هتJanuary 21  1929  "	1929	Technological History		1929	Rare Book & Manuscript Library  Columbia University	Sponable Papers									Box 10  Folder Grandeur - Mitchell Camera Corp  1929-1930	Typed Memorandum  MOVIETONE" as letterhead"	1/21/1929					
145	Correspondence: Vogel-Anger (1 of 3)	Year:هت1955	1955	Avant-Garde Historiography	Historiography	1955														sites/files/gainesfilm/images/vogel-anger_letters1.jpg	189	_original	_original | thumbnail | preview	
145	Correspondence: Vogel-Anger (1 of 3)	Year:هت1955	1955	Avant-Garde Historiography	Historiography	1955														sites/files/gainesfilm/images/vogel-anger_letters1.thumbnail.jpg	190	thumbnail	_original | thumbnail | preview	
145	Correspondence: Vogel-Anger (1 of 3)	Year:هت1955	1955	Avant-Garde Historiography	Historiography	1955														sites/files/gainesfilm/images/vogel-anger_letters1.preview.jpg	191	preview	_original | thumbnail | preview	
146	Correspondence: Vogel-Anger (2 of 3)	Year:هت1955	1955	Avant-Garde Historiography	Historiography	1955														sites/files/gainesfilm/images/vogel-anger_letters2.jpg	192	_original	_original | thumbnail | preview	
146	Correspondence: Vogel-Anger (2 of 3)	Year:هت1955	1955	Avant-Garde Historiography	Historiography	1955														sites/files/gainesfilm/images/vogel-anger_letters2.thumbnail.jpg	193	thumbnail	_original | thumbnail | preview	
146	Correspondence: Vogel-Anger (2 of 3)	Year:هت1955	1955	Avant-Garde Historiography	Historiography	1955														sites/files/gainesfilm/images/vogel-anger_letters2.preview.jpg	194	preview	_original | thumbnail | preview	
147	Correspondence: Vogel-Anger (3 of 3)	Year:هت1955	1955	Avant-Garde Historiography	Historiography	1955														sites/files/gainesfilm/images/vogel-anger_letters3.jpg	195	_original	_original | thumbnail | preview	
147	Correspondence: Vogel-Anger (3 of 3)	Year:هت1955	1955	Avant-Garde Historiography	Historiography	1955														sites/files/gainesfilm/images/vogel-anger_letters3.thumbnail.jpg	196	thumbnail	_original | thumbnail | preview	
147	Correspondence: Vogel-Anger (3 of 3)	Year:هت1955	1955	Avant-Garde Historiography	Historiography	1955														sites/files/gainesfilm/images/vogel-anger_letters3.preview.jpg	197	preview	_original | thumbnail | preview	
164	Dickson  Antonia. Edison's Invention  Farragatu Theatre Ad image	Repository:هتRare Book & Manuscript Library  Columbia University Location:هتB809.221U D56  Physical Description:هتBook page					Rare Book & Manuscript Library  Columbia University										B809.221U D56	Book page		sites/files/gainesfilm/images/1000102009.jpg	250	_original	_original | thumbnail | preview	
164	Dickson  Antonia. Edison's Invention  Farragatu Theatre Ad image	Repository:هتRare Book & Manuscript Library  Columbia University Location:هتB809.221U D56  Physical Description:هتBook page					Rare Book & Manuscript Library  Columbia University										B809.221U D56	Book page		sites/files/gainesfilm/images/1000102009.thumbnail.jpg	251	thumbnail	_original | thumbnail | preview	
164	Dickson  Antonia. Edison's Invention  Farragatu Theatre Ad image	Repository:هتRare Book & Manuscript Library  Columbia University Location:هتB809.221U D56  Physical Description:هتBook page					Rare Book & Manuscript Library  Columbia University										B809.221U D56	Book page		sites/files/gainesfilm/images/1000102009.preview.jpg	252	preview	_original | thumbnail | preview	
165	Dickson  Antonia. Edison's Invention  The Barber Shop Image	Repository:هتRare Book & Manuscript Library  Columbia University Location:هتB809.221U D56  Physical Description:هتBook page					Rare Book & Manuscript Library  Columbia University										B809.221U D56	Book page		sites/files/gainesfilm/images/1000102010.jpg	253	_original	_original | thumbnail | preview	
165	Dickson  Antonia. Edison's Invention  The Barber Shop Image	Repository:هتRare Book & Manuscript Library  Columbia University Location:هتB809.221U D56  Physical Description:هتBook page					Rare Book & Manuscript Library  Columbia University										B809.221U D56	Book page		sites/files/gainesfilm/images/1000102010.thumbnail.jpg	254	thumbnail	_original | thumbnail | preview	
165	Dickson  Antonia. Edison's Invention  The Barber Shop Image	Repository:هتRare Book & Manuscript Library  Columbia University Location:هتB809.221U D56  Physical Description:هتBook page					Rare Book & Manuscript Library  Columbia University										B809.221U D56	Book page		sites/files/gainesfilm/images/1000102010.preview.jpg	255	preview	_original | thumbnail | preview	
85	Dorothy Arzner	Repository:هتUCLA Special Collections		Women Film Pioneers	Historiography		UCLA Special Collections																	
86	Dorothy Arzner #2	Repository:هتUCLA Special Collections		Women Film Pioneers	Historiography		UCLA Special Collections																	
253	Drawing/Sketch/Diagram of 65mm Standard Sound Film Negative  on blue paper	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتSponable PapersYear:هت1929Location:هتBox 10  Folder Grandeur  DrawingsPhysical Description:هتBlue paper  largeNotes:هتDecember 11  1929	1929			1929	Rare Book & Manuscript Library  Columbia University	Sponable Papers									Box 10  Folder Grandeur  Drawings	Blue paper  large	12/11/1929					
148	Dwight MacDonald  Some Animadversions on the Art Film" (1 of 7)"	Source:هتEsquire magazineYear:هت1962Notes:هتResponse to MacDonald's article. Includes Macdonald's reply.	1962	Avant-Garde Historiography	Historiography	1962			Esquire magazine										Response to MacDonald's article. Includes Macdonald's reply.					
149	Dwight MacDonald  Some Animadversions on the Art Film" (2 of 7)"	Source:هتEsquire magazineYear:هت1962Notes:هتResponse to MacDonald's article. Includes Macdonald's reply.	1962	Avant-Garde Historiography	Historiography	1962			Esquire magazine										Response to MacDonald's article. Includes Macdonald's reply.	sites/files/gainesfilm/images/Pages from macdonald_esquire2.jpg	205	_original	_original | thumbnail | preview	
149	Dwight MacDonald  Some Animadversions on the Art Film" (2 of 7)"	Source:هتEsquire magazineYear:هت1962Notes:هتResponse to MacDonald's article. Includes Macdonald's reply.	1962	Avant-Garde Historiography	Historiography	1962			Esquire magazine										Response to MacDonald's article. Includes Macdonald's reply.	sites/files/gainesfilm/images/Pages from macdonald_esquire2.thumbnail.jpg	206	thumbnail	_original | thumbnail | preview	
149	Dwight MacDonald  Some Animadversions on the Art Film" (2 of 7)"	Source:هتEsquire magazineYear:هت1962Notes:هتResponse to MacDonald's article. Includes Macdonald's reply.	1962	Avant-Garde Historiography	Historiography	1962			Esquire magazine										Response to MacDonald's article. Includes Macdonald's reply.	sites/files/gainesfilm/images/Pages from macdonald_esquire2.preview.jpg	207	preview	_original | thumbnail | preview	
150	Dwight MacDonald  Some Animadversions on the Art Film" (3 of 7)"	Source:هتEsquire magazineYear:هت1962Notes:هتResponse to MacDonald's article. Includes Macdonald's reply.	1962	Avant-Garde Historiography	Historiography	1962			Esquire magazine										Response to MacDonald's article. Includes Macdonald's reply.	sites/files/gainesfilm/images/Pages from macdonald_esquire3.jpg	208	_original	_original | thumbnail | preview	
150	Dwight MacDonald  Some Animadversions on the Art Film" (3 of 7)"	Source:هتEsquire magazineYear:هت1962Notes:هتResponse to MacDonald's article. Includes Macdonald's reply.	1962	Avant-Garde Historiography	Historiography	1962			Esquire magazine										Response to MacDonald's article. Includes Macdonald's reply.	sites/files/gainesfilm/images/Pages from macdonald_esquire3.thumbnail.jpg	209	thumbnail	_original | thumbnail | preview	
150	Dwight MacDonald  Some Animadversions on the Art Film" (3 of 7)"	Source:هتEsquire magazineYear:هت1962Notes:هتResponse to MacDonald's article. Includes Macdonald's reply.	1962	Avant-Garde Historiography	Historiography	1962			Esquire magazine										Response to MacDonald's article. Includes Macdonald's reply.	sites/files/gainesfilm/images/Pages from macdonald_esquire3.preview.jpg	210	preview	_original | thumbnail | preview	
151	Dwight MacDonald  Some Animadversions on the Art Film" (4 of 7)"	Source:هتEsquire magazineYear:هت1962Notes:هتResponse to MacDonald's article. Includes Macdonald's reply.	1962	Avant-Garde Historiography	Historiography	1962			Esquire magazine										Response to MacDonald's article. Includes Macdonald's reply.	sites/files/gainesfilm/images/Pages from macdonald_esquire4.jpg	211	_original	_original | thumbnail | preview	
151	Dwight MacDonald  Some Animadversions on the Art Film" (4 of 7)"	Source:هتEsquire magazineYear:هت1962Notes:هتResponse to MacDonald's article. Includes Macdonald's reply.	1962	Avant-Garde Historiography	Historiography	1962			Esquire magazine										Response to MacDonald's article. Includes Macdonald's reply.	sites/files/gainesfilm/images/Pages from macdonald_esquire4.thumbnail.jpg	212	thumbnail	_original | thumbnail | preview	
151	Dwight MacDonald  Some Animadversions on the Art Film" (4 of 7)"	Source:هتEsquire magazineYear:هت1962Notes:هتResponse to MacDonald's article. Includes Macdonald's reply.	1962	Avant-Garde Historiography	Historiography	1962			Esquire magazine										Response to MacDonald's article. Includes Macdonald's reply.	sites/files/gainesfilm/images/Pages from macdonald_esquire4.preview.jpg	213	preview	_original | thumbnail | preview	
152	Dwight MacDonald  Some Animadversions on the Art Film" (5 of 7)"	Source:هتEsquire magazineYear:هت1962Notes:هتResponse to MacDonald's article. Includes Macdonald's reply.	1962	Avant-Garde Historiography	Historiography	1962			Esquire magazine										Response to MacDonald's article. Includes Macdonald's reply.	sites/files/gainesfilm/images/Pages from macdonald_esquire5.jpg	214	_original	_original | thumbnail | preview	
152	Dwight MacDonald  Some Animadversions on the Art Film" (5 of 7)"	Source:هتEsquire magazineYear:هت1962Notes:هتResponse to MacDonald's article. Includes Macdonald's reply.	1962	Avant-Garde Historiography	Historiography	1962			Esquire magazine										Response to MacDonald's article. Includes Macdonald's reply.	sites/files/gainesfilm/images/Pages from macdonald_esquire5.thumbnail.jpg	215	thumbnail	_original | thumbnail | preview	
152	Dwight MacDonald  Some Animadversions on the Art Film" (5 of 7)"	Source:هتEsquire magazineYear:هت1962Notes:هتResponse to MacDonald's article. Includes Macdonald's reply.	1962	Avant-Garde Historiography	Historiography	1962			Esquire magazine										Response to MacDonald's article. Includes Macdonald's reply.	sites/files/gainesfilm/images/Pages from macdonald_esquire5.preview.jpg	216	preview	_original | thumbnail | preview	
153	Dwight MacDonald  Some Animadversions on the Art Film" (6 of 7)"	Source:هتEsquire magazineYear:هت1962Notes:هتResponse to MacDonald's article. Includes Macdonald's reply.	1962	Avant-Garde Historiography	Historiography	1962			Esquire magazine										Response to MacDonald's article. Includes Macdonald's reply.	sites/files/gainesfilm/images/Pages from macdonald_esquire6.jpg	217	_original	_original | thumbnail | preview	
153	Dwight MacDonald  Some Animadversions on the Art Film" (6 of 7)"	Source:هتEsquire magazineYear:هت1962Notes:هتResponse to MacDonald's article. Includes Macdonald's reply.	1962	Avant-Garde Historiography	Historiography	1962			Esquire magazine										Response to MacDonald's article. Includes Macdonald's reply.	sites/files/gainesfilm/images/Pages from macdonald_esquire6.thumbnail.jpg	218	thumbnail	_original | thumbnail | preview	
153	Dwight MacDonald  Some Animadversions on the Art Film" (6 of 7)"	Source:هتEsquire magazineYear:هت1962Notes:هتResponse to MacDonald's article. Includes Macdonald's reply.	1962	Avant-Garde Historiography	Historiography	1962			Esquire magazine										Response to MacDonald's article. Includes Macdonald's reply.	sites/files/gainesfilm/images/Pages from macdonald_esquire6.preview.jpg	219	preview	_original | thumbnail | preview	
154	Dwight MacDonald  Some Animadversions on the Art Film" (7 of 7)"	Source:هتEsquire magazineYear:هت1962Notes:هتResponse to MacDonald's article. Includes Macdonald's reply.	1962	Avant-Garde Historiography	Historiography	1962			Esquire magazine										Response to MacDonald's article. Includes Macdonald's reply.	sites/files/gainesfilm/images/Pages from macdonald_esquire7.jpg	220	_original	_original | thumbnail | preview	
154	Dwight MacDonald  Some Animadversions on the Art Film" (7 of 7)"	Source:هتEsquire magazineYear:هت1962Notes:هتResponse to MacDonald's article. Includes Macdonald's reply.	1962	Avant-Garde Historiography	Historiography	1962			Esquire magazine										Response to MacDonald's article. Includes Macdonald's reply.	sites/files/gainesfilm/images/Pages from macdonald_esquire7.thumbnail.jpg	221	thumbnail	_original | thumbnail | preview	
